account_age_days,risk_rating,age,watchlist_match,total_transactions,total_amount,avg_transaction_amount,max_transaction_amount,international_transactions,country_Australia,country_Brazil,country_Canada,country_France,country_Germany,country_India,country_Singapore,country_UAE,country_UK,country_USA,nationality_Australia,nationality_Brazil,nationality_Canada,nationality_France,nationality_Germany,nationality_India,nationality_Singapore,nationality_UAE,nationality_UK,nationality_USA,customer_type_Business,customer_type_Individual,is_suspicious
0.2931778307363399,2,-0.0859049581107443,0,-0.8897945234552431,-0.4116804338073331,-0.0866375599863618,-0.2449453100395095,-0.7011657571186702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.2713846818738449,0,1.3951204355359563,0,0.4448972617276215,-0.0551890299549299,-0.178068996824181,-0.2355441772594088,0.697715184130256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.5575382017205182,2,-1.6766359364720156,0,-0.8897945234552431,-0.2407687724319316,0.1792954343466764,-0.2397791893854804,-0.7011657571186702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.4341660986692408,1,0.1335062113183965,0,-0.4448972617276215,-0.3662541948116875,-0.2180142256118347,-0.2980284563710803,-0.2348721100356948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.8541145318927326,0,-0.1407577504680295,0,0.4448972617276215,-0.0628675479417899,-0.1840427591287926,-0.2325678033480988,0.2314215370472805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9261266759601072,2,1.285414850821386,0,1.3346917851828648,7.370253729692058,3.993056297936303,4.324182594397563,1.6303024782962068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.632199494854521,0,-1.292666389971019,0,0.8897945234552431,0.0722424436344612,-0.1853951083287363,-0.2689870082380919,0.697715184130256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.5120568475727025,1,1.559678812607812,0,0.8897945234552431,0.0679627232422154,-0.1882490108727904,-0.2573725021042014,0.2314215370472805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.7277355428153576,0,0.4626229654621078,0,-1.7795890469104862,-0.7832963526080762,-0.3462006212779538,-0.4023021300890614,-2.1000466983675965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.472424964085223,2,1.1757092661068156,0,-0.4448972617276215,-0.3934369127742689,-0.249735795356081,-0.336911198732083,-0.2348721100356948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.264394247434486,1,-0.7989912587554521,0,-0.4448972617276215,-0.2768135120382685,-0.1136391274161507,-0.2736551749004607,-0.7011657571186702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0363976854434642,0,-0.6344328816835965,0,0.0,-0.1478965510335754,-0.1353948353000733,-0.2732501059189904,0.2314215370472805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.206169536678219,2,-0.7989912587554521,0,0.8897945234552431,-0.5161182002545361,-0.5777394169565551,-0.2970214878909104,0.697715184130256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.183071122644842,0,-1.0732552205418782,0,0.0,-0.3218664137231011,-0.2978097090532988,-0.2653798385562092,-0.2348721100356948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.2467489483771114,0,1.6145316049650973,1,-0.8897945234552431,-0.4802441319764798,-0.1933204475666241,-0.2938698253724652,-1.1674594042016455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.4032554046520867,1,0.6820341348912486,0,0.4448972617276215,-0.2018057023872129,-0.2921343871120404,-0.2610220607059463,0.2314215370472805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.140625788698875,2,1.6145316049650973,0,-1.3346917851828648,-0.751140978708749,-0.510145974513039,-0.3779628987343968,-1.1674594042016455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.4728504539453076,0,-0.3053161275398852,0,0.8897945234552431,0.1001800961138565,-0.1667650740792318,-0.2488950076735577,0.2314215370472805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.5971409510322467,1,-1.4023719746855894,0,-1.3346917851828648,-0.6861289359535977,-0.3584110338560887,-0.3715494899042577,-1.633753051284621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.4364188920515356,0,-0.6892856740408817,0,-0.8897945234552431,-0.6064292570437809,-0.3896604040060502,-0.2815171034593346,-0.7011657571186702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
-1.2408703435410244,0,-1.51207755940016,0,0.4448972617276215,-0.14836278728605,-0.2505566670069097,-0.2339078028093174,0.697715184130256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.2012675942292958,2,-0.5795800893263112,0,0.4448972617276215,-0.1096375126576147,-0.220429032194183,-0.2410195864666949,-0.2348721100356948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.1501010708130032,2,0.6820341348912486,0,0.4448972617276215,0.1797559263542593,0.0047143639832281,0.0660360783191017,0.2314215370472805,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-1.422795760132287,0,0.2980645883902522,0,-2.224486308638108,-0.8856954176960057,-0.8241894801409698,-0.5214731928041979,-2.1000466983675965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.520584601475418,0,-1.347519182328304,0,0.4448972617276215,-0.464078173616796,-0.4961781107641438,-0.2679274010582571,0.697715184130256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.3762025763811994,0,-0.2504633351825999,0,0.4448972617276215,-0.0863447077444952,-0.2023076082166945,-0.2649385768494466,0.2314215370472805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5425420517297721,0,-0.4698745046117408,0,0.4448972617276215,2.9682976364803078,2.174154532163352,3.46984317991199,0.2314215370472805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.2345953830206038,1,-0.524727296969026,0,0.8897945234552431,-0.0845173303301802,-0.2899293013880769,-0.2911329025316884,0.697715184130256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0450897407380387,0,0.0238006266038261,0,0.8897945234552431,1.928083207975012,1.0521597301384804,1.397262422926856,0.697715184130256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.8514362486503532,0,-0.3053161275398852,0,1.3346917851828648,0.4953112896553407,-0.0183888857187803,-0.2386795675285626,1.6303024782962068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0363976854434642,2,-1.347519182328304,0,-0.4448972617276215,-0.4014928482611311,-0.2591368758423452,-0.2957033777899485,-0.2348721100356948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.5907016891199671,1,0.6820341348912486,0,0.0,-0.4889398610315724,-0.4537862237933731,-0.2484973509622272,0.2314215370472805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.2569783231350424,2,-0.6892856740408817,0,-0.8897945234552431,-0.5658274436971411,-0.3264853010801767,-0.3008842650758968,-0.7011657571186702,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.167910671262237,1,0.4077701731048226,0,1.7795890469104862,5.39621869177766,2.433961964551752,3.101059577110589,2.096596125379182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.8599640025530686,2,0.8465925119631044,0,-0.4448972617276215,-0.2484103696824697,-0.0804933521321819,-0.298356043966245,-0.2348721100356948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.4212584406689304,0,1.6693843973223823,0,-0.4448972617276215,-0.5261981583712716,-0.4046649351623195,-0.2841736494957824,-0.2348721100356948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.1557862400814802,0,-1.1281080128991634,0,-0.4448972617276215,-0.3836207239610947,-0.2382805421143546,-0.2730462684901447,-0.2348721100356948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
